Topic,Characteristic,Note,Total
Mobility status 5 years ago,    Migrants,,146775
Mobility status 5 years ago,      Internal migrants,,107635
Mobility status 5 years ago,        Intraprovincial migrants,,98235
Mobility status 5 years ago,        Interprovincial migrants,,9400
Mobility status 5 years ago,      External migrants,,39140
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,165,478140
Secondary (high) school diploma or equivalency certificate,  No high school diploma or equivalency certificate,,85125
Secondary (high) school diploma or equivalency certificate,  With high school diploma or equivalency certificate,166,393015
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data,165,314490
Secondary (high) school diploma or equivalency certificate,  No high school diploma or equivalency certificate,,34285
Secondary (high) school diploma or equivalency certificate,  With high school diploma or equivalency certificate,166,280205
"Highest certificate, diploma or degree","Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",165,478145
"Highest certificate, diploma or degree","  No certificate, diploma or degree",,78015
"Highest certificate, diploma or degree",  High (secondary) school diploma or equivalency certificate,167,132725
"Highest certificate, diploma or degree","  Postsecondary certificate, diploma or degree",,267400
"Highest certificate, diploma or degree",    Postsecondary certificate or diploma below bachelor level,,130665
"Highest certificate, diploma or degree",      Apprenticeship or trades certificate or diploma,,24750
"Highest certificate, diploma or degree",        Non-apprenticeship trades certificate or diploma,168,11200
"Highest certificate, diploma or degree",        Apprenticeship certificate,169,13550
"Highest certificate, diploma or degree","      College, CEGEP or other non-university certificate or diploma",170,96815
"Highest certificate, diploma or degree",      University certificate or diploma below bachelor level,,9105
"Highest certificate, diploma or degree",    Bachelor's degree or higher,,136735
"Highest certificate, diploma or degree",      Bachelor's degree,,89560
"Highest certificate, diploma or degree",      University certificate or diploma above bachelor level,,7805
"Highest certificate, diploma or degree","      Degree in medicine, dentistry, veterinary medicine or optometry",,2750
"Highest certificate, diploma or degree",      Master's degree,,30315
"Highest certificate, diploma or degree",      Earned doctorate,171,6305
"Highest certificate, diploma or degree","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",165,314490
"Highest certificate, diploma or degree","  No certificate, diploma or degree",,30300
"Highest certificate, diploma or degree",  High (secondary) school diploma or equivalency certificate,167,74935
"Highest certificate, diploma or degree","  Postsecondary certificate, diploma or degree",,209260
"Highest certificate, diploma or degree",    Postsecondary certificate or diploma below bachelor level,,98655
"Highest certificate, diploma or degree",      Apprenticeship or trades certificate or diploma,,16940
"Highest certificate, diploma or degree",        Non-apprenticeship trades certificate or diploma,168,7450
"Highest certificate, diploma or degree",        Apprenticeship certificate,169,9485
"Highest certificate, diploma or degree","      College, CEGEP or other non-university certificate or diploma",170,75305
"Highest certificate, diploma or degree",      University certificate or diploma below bachelor level,,6410
"Highest certificate, diploma or degree",    Bachelor's degree or higher,,110600
"Highest certificate, diploma or degree",      Bachelor's degree,,70740
"Highest certificate, diploma or degree",      University certificate or diploma above bachelor level,,6270
"Highest certificate, diploma or degree","      Degree in medicine, dentistry, veterinary medicine or optometry",,2285
"Highest certificate, diploma or degree",      Master's degree,,26110
"Highest certificate, diploma or degree",      Earned doctorate,171,5200
Major field of study - Classification of Instructional Programs (CIP) 2021,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,172,478145
Major field of study - Classification of Instructional Programs (CIP) 2021,"  No postsecondary certificate, diploma or degree",173,210740
Major field of study - Classification of Instructional Programs (CIP) 2021,  Education,,13185
Major field of study - Classification of Instructional Programs (CIP) 2021,    13. Education,,13185
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Visual and performing arts, and communications technologies",,8370
Major field of study - Classification of Instructional Programs (CIP) 2021,    10. Communications technologies/technicians and support services,,780
Major field of study - Classification of Instructional Programs (CIP) 2021,    50. Visual and performing arts,,7590
Major field of study - Classification of Instructional Programs (CIP) 2021,  Humanities,,17395
Major field of study - Classification of Instructional Programs (CIP) 2021,"    16. Indigenous and foreign languages, literatures, and linguistics",,1230
Major field of study - Classification of Instructional Programs (CIP) 2021,    23. English language and literature/letters,,4450
Major field of study - Classification of Instructional Programs (CIP) 2021,"    24. Liberal arts and sciences, general studies and humanities",,4680
Major field of study - Classification of Instructional Programs (CIP) 2021,    30A Interdisciplinary humanities,174,430
Major field of study - Classification of Instructional Programs (CIP) 2021,    38. Philosophy and religious studies,,1355
Major field of study - Classification of Instructional Programs (CIP) 2021,    39. Theology and religious vocations,,2080
Major field of study - Classification of Instructional Programs (CIP) 2021,    54. History,,2330
Major field of study - Classification of Instructional Programs (CIP) 2021,    55. French language and literature/lettersCAN,,845
Major field of study - Classification of Instructional Programs (CIP) 2021,  Social and behavioural sciences and law,,32845
Major field of study - Classification of Instructional Programs (CIP) 2021,"    05. Area, ethnic, cultural, gender, and group studies",,405
Major field of study - Classification of Instructional Programs (CIP) 2021,"    09. Communication, journalism and related programs",,4185
Major field of study - Classification of Instructional Programs (CIP) 2021,    19. Family and consumer sciences/human sciences,,5925
Major field of study - Classification of Instructional Programs (CIP) 2021,    22. Legal professions and studies,,3970
Major field of study - Classification of Instructional Programs (CIP) 2021,    30B Interdisciplinary social and behavioural sciences,175,940
Major field of study - Classification of Instructional Programs (CIP) 2021,    42. Psychology,,5590
Major field of study - Classification of Instructional Programs (CIP) 2021,    45. Social sciences,,11830
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Business, management and public administration",,52805
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.16 Accounting and computer science,,100
Major field of study - Classification of Instructional Programs (CIP) 2021,    44. Public administration and social service professions,,4630
Major field of study - Classification of Instructional Programs (CIP) 2021,"    52. Business, management, marketing and related support services",,48075
Major field of study - Classification of Instructional Programs (CIP) 2021,  Physical and life sciences and technologies,,12105
Major field of study - Classification of Instructional Programs (CIP) 2021,    26. Biological and biomedical sciences,,4815
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.01 Biological and physical sciences,,2840
Major field of study - Classification of Instructional Programs (CIP) 2021,    30C Other interdisciplinary physical and life sciences,176,195
Major field of study - Classification of Instructional Programs (CIP) 2021,    40. Physical sciences,,3770
Major field of study - Classification of Instructional Programs (CIP) 2021,    41. Science technologies/technicians,,490
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Mathematics, computer and information sciences",,18440
Major field of study - Classification of Instructional Programs (CIP) 2021,    11. Computer and information sciences and support services,,13345
Major field of study - Classification of Instructional Programs (CIP) 2021,    25. Library science,,705
Major field of study - Classification of Instructional Programs (CIP) 2021,    27. Mathematics and statistics,,3795
Major field of study - Classification of Instructional Programs (CIP) 2021,"    30D Interdisciplinary mathematics, computer and information sciences",177,595
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Architecture, engineering, and related trades",,58055
Major field of study - Classification of Instructional Programs (CIP) 2021,    04. Architecture and related services,,1865
Major field of study - Classification of Instructional Programs (CIP) 2021,    14. Engineering,,19595
Major field of study - Classification of Instructional Programs (CIP) 2021,    15. Engineering/engineering-related technologies/technicians,,13600
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.12 Historic preservation and conservation,,0
Major field of study - Classification of Instructional Programs (CIP) 2021,    46. Construction trades,,7665
Major field of study - Classification of Instructional Programs (CIP) 2021,    47. Mechanic and repair technologies/technicians,,8260
Major field of study - Classification of Instructional Programs (CIP) 2021,    48. Precision production,,7070
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Agriculture, natural resources and conservation",,5600
Major field of study - Classification of Instructional Programs (CIP) 2021,    01. Agricultural and veterinary sciences/services/operations and related fields,178,3475
