Topic,Characteristic,Note,Total
Secondary (high) school diploma or equivalency certificate,  No high school diploma or equivalency certificate,,19360
Secondary (high) school diploma or equivalency certificate,  With high school diploma or equivalency certificate,166,154265
Secondary (high) school diploma or equivalency certificate,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data,165,111485
Secondary (high) school diploma or equivalency certificate,  No high school diploma or equivalency certificate,,3790
Secondary (high) school diploma or equivalency certificate,  With high school diploma or equivalency certificate,166,107695
"Highest certificate, diploma or degree","Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",165,173625
"Highest certificate, diploma or degree","  No certificate, diploma or degree",,18145
"Highest certificate, diploma or degree",  High (secondary) school diploma or equivalency certificate,167,36890
"Highest certificate, diploma or degree","  Postsecondary certificate, diploma or degree",,118590
"Highest certificate, diploma or degree",    Postsecondary certificate or diploma below bachelor level,,35355
"Highest certificate, diploma or degree",      Apprenticeship or trades certificate or diploma,,4910
"Highest certificate, diploma or degree",        Non-apprenticeship trades certificate or diploma,168,2535
"Highest certificate, diploma or degree",        Apprenticeship certificate,169,2375
"Highest certificate, diploma or degree","      College, CEGEP or other non-university certificate or diploma",170,25865
"Highest certificate, diploma or degree",      University certificate or diploma below bachelor level,,4580
"Highest certificate, diploma or degree",    Bachelor's degree or higher,,83230
"Highest certificate, diploma or degree",      Bachelor's degree,,51400
"Highest certificate, diploma or degree",      University certificate or diploma above bachelor level,,5225
"Highest certificate, diploma or degree","      Degree in medicine, dentistry, veterinary medicine or optometry",,2380
"Highest certificate, diploma or degree",      Master's degree,,21565
"Highest certificate, diploma or degree",      Earned doctorate,171,2660
"Highest certificate, diploma or degree","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",165,111485
"Highest certificate, diploma or degree","  No certificate, diploma or degree",,3190
"Highest certificate, diploma or degree",  High (secondary) school diploma or equivalency certificate,167,15200
"Highest certificate, diploma or degree","  Postsecondary certificate, diploma or degree",,93095
"Highest certificate, diploma or degree",    Postsecondary certificate or diploma below bachelor level,,25120
"Highest certificate, diploma or degree",      Apprenticeship or trades certificate or diploma,,3070
"Highest certificate, diploma or degree",        Non-apprenticeship trades certificate or diploma,168,1555
"Highest certificate, diploma or degree",        Apprenticeship certificate,169,1515
"Highest certificate, diploma or degree","      College, CEGEP or other non-university certificate or diploma",170,18915
"Highest certificate, diploma or degree",      University certificate or diploma below bachelor level,,3135
"Highest certificate, diploma or degree",    Bachelor's degree or higher,,67975
"Highest certificate, diploma or degree",      Bachelor's degree,,40765
"Highest certificate, diploma or degree",      University certificate or diploma above bachelor level,,4170
"Highest certificate, diploma or degree","      Degree in medicine, dentistry, veterinary medicine or optometry",,2020
"Highest certificate, diploma or degree",      Master's degree,,18885
"Highest certificate, diploma or degree",      Earned doctorate,171,2135
Major field of study - Classification of Instructional Programs (CIP) 2021,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,172,173625
Major field of study - Classification of Instructional Programs (CIP) 2021,"  No postsecondary certificate, diploma or degree",173,55035
Major field of study - Classification of Instructional Programs (CIP) 2021,  Education,,5675
Major field of study - Classification of Instructional Programs (CIP) 2021,    13. Education,,5675
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Visual and performing arts, and communications technologies",,4615
Major field of study - Classification of Instructional Programs (CIP) 2021,    10. Communications technologies/technicians and support services,,430
Major field of study - Classification of Instructional Programs (CIP) 2021,    50. Visual and performing arts,,4185
Major field of study - Classification of Instructional Programs (CIP) 2021,  Humanities,,7085
Major field of study - Classification of Instructional Programs (CIP) 2021,"    16. Indigenous and foreign languages, literatures, and linguistics",,835
Major field of study - Classification of Instructional Programs (CIP) 2021,    23. English language and literature/letters,,1925
Major field of study - Classification of Instructional Programs (CIP) 2021,"    24. Liberal arts and sciences, general studies and humanities",,2250
Major field of study - Classification of Instructional Programs (CIP) 2021,    30A Interdisciplinary humanities,174,150
Major field of study - Classification of Instructional Programs (CIP) 2021,    38. Philosophy and religious studies,,385
Major field of study - Classification of Instructional Programs (CIP) 2021,    39. Theology and religious vocations,,295
Major field of study - Classification of Instructional Programs (CIP) 2021,    54. History,,920
Major field of study - Classification of Instructional Programs (CIP) 2021,    55. French language and literature/lettersCAN,,325
Major field of study - Classification of Instructional Programs (CIP) 2021,  Social and behavioural sciences and law,,17395
Major field of study - Classification of Instructional Programs (CIP) 2021,"    05. Area, ethnic, cultural, gender, and group studies",,125
Major field of study - Classification of Instructional Programs (CIP) 2021,"    09. Communication, journalism and related programs",,2155
Major field of study - Classification of Instructional Programs (CIP) 2021,    19. Family and consumer sciences/human sciences,,1580
Major field of study - Classification of Instructional Programs (CIP) 2021,    22. Legal professions and studies,,2810
Major field of study - Classification of Instructional Programs (CIP) 2021,    30B Interdisciplinary social and behavioural sciences,175,330
Major field of study - Classification of Instructional Programs (CIP) 2021,    42. Psychology,,2520
Major field of study - Classification of Instructional Programs (CIP) 2021,    45. Social sciences,,7880
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Business, management and public administration",,34080
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.16 Accounting and computer science,,30
Major field of study - Classification of Instructional Programs (CIP) 2021,    44. Public administration and social service professions,,1235
Major field of study - Classification of Instructional Programs (CIP) 2021,"    52. Business, management, marketing and related support services",,32815
Major field of study - Classification of Instructional Programs (CIP) 2021,  Physical and life sciences and technologies,,5790
Major field of study - Classification of Instructional Programs (CIP) 2021,    26. Biological and biomedical sciences,,2255
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.01 Biological and physical sciences,,1550
Major field of study - Classification of Instructional Programs (CIP) 2021,    30C Other interdisciplinary physical and life sciences,176,105
Major field of study - Classification of Instructional Programs (CIP) 2021,    40. Physical sciences,,1750
Major field of study - Classification of Instructional Programs (CIP) 2021,    41. Science technologies/technicians,,130
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Mathematics, computer and information sciences",,7580
Major field of study - Classification of Instructional Programs (CIP) 2021,    11. Computer and information sciences and support services,,5680
Major field of study - Classification of Instructional Programs (CIP) 2021,    25. Library science,,280
Major field of study - Classification of Instructional Programs (CIP) 2021,    27. Mathematics and statistics,,1365
Major field of study - Classification of Instructional Programs (CIP) 2021,"    30D Interdisciplinary mathematics, computer and information sciences",177,255
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Architecture, engineering, and related trades",,19280
Major field of study - Classification of Instructional Programs (CIP) 2021,    04. Architecture and related services,,1295
Major field of study - Classification of Instructional Programs (CIP) 2021,    14. Engineering,,11110
Major field of study - Classification of Instructional Programs (CIP) 2021,    15. Engineering/engineering-related technologies/technicians,,3155
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.12 Historic preservation and conservation,,0
Major field of study - Classification of Instructional Programs (CIP) 2021,    46. Construction trades,,1450
Major field of study - Classification of Instructional Programs (CIP) 2021,    47. Mechanic and repair technologies/technicians,,1475
Major field of study - Classification of Instructional Programs (CIP) 2021,    48. Precision production,,795
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Agriculture, natural resources and conservation",,1425
Major field of study - Classification of Instructional Programs (CIP) 2021,    01. Agricultural and veterinary sciences/services/operations and related fields,178,855
Major field of study - Classification of Instructional Programs (CIP) 2021,    03. Natural resources and conservation,,570
Major field of study - Classification of Instructional Programs (CIP) 2021,  Health and related fields,,12565
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.37 Design for human health,,0
Major field of study - Classification of Instructional Programs (CIP) 2021,"    31. Parks, recreation, leisure, fitness, and kinesiology",,1465
