Topic,Characteristic,Note,Total
Secondary (high) school diploma or equivalency certificate,  With high school diploma or equivalency certificate,166,105825
"Highest certificate, diploma or degree","Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",165,170980
"Highest certificate, diploma or degree","  No certificate, diploma or degree",,19070
"Highest certificate, diploma or degree",  High (secondary) school diploma or equivalency certificate,167,39335
"Highest certificate, diploma or degree","  Postsecondary certificate, diploma or degree",,112575
"Highest certificate, diploma or degree",    Postsecondary certificate or diploma below bachelor level,,36065
"Highest certificate, diploma or degree",      Apprenticeship or trades certificate or diploma,,5260
"Highest certificate, diploma or degree",        Non-apprenticeship trades certificate or diploma,168,2950
"Highest certificate, diploma or degree",        Apprenticeship certificate,169,2315
"Highest certificate, diploma or degree","      College, CEGEP or other non-university certificate or diploma",170,24680
"Highest certificate, diploma or degree",      University certificate or diploma below bachelor level,,6125
"Highest certificate, diploma or degree",    Bachelor's degree or higher,,76510
"Highest certificate, diploma or degree",      Bachelor's degree,,49115
"Highest certificate, diploma or degree",      University certificate or diploma above bachelor level,,4645
"Highest certificate, diploma or degree","      Degree in medicine, dentistry, veterinary medicine or optometry",,2615
"Highest certificate, diploma or degree",      Master's degree,,17525
"Highest certificate, diploma or degree",      Earned doctorate,171,2605
"Highest certificate, diploma or degree","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",165,110925
"Highest certificate, diploma or degree","  No certificate, diploma or degree",,4435
"Highest certificate, diploma or degree",  High (secondary) school diploma or equivalency certificate,167,18380
"Highest certificate, diploma or degree","  Postsecondary certificate, diploma or degree",,88110
"Highest certificate, diploma or degree",    Postsecondary certificate or diploma below bachelor level,,26045
"Highest certificate, diploma or degree",      Apprenticeship or trades certificate or diploma,,3305
"Highest certificate, diploma or degree",        Non-apprenticeship trades certificate or diploma,168,1830
"Highest certificate, diploma or degree",        Apprenticeship certificate,169,1470
"Highest certificate, diploma or degree","      College, CEGEP or other non-university certificate or diploma",170,18285
"Highest certificate, diploma or degree",      University certificate or diploma below bachelor level,,4460
"Highest certificate, diploma or degree",    Bachelor's degree or higher,,62060
"Highest certificate, diploma or degree",      Bachelor's degree,,39140
"Highest certificate, diploma or degree",      University certificate or diploma above bachelor level,,3520
"Highest certificate, diploma or degree","      Degree in medicine, dentistry, veterinary medicine or optometry",,2125
"Highest certificate, diploma or degree",      Master's degree,,15220
"Highest certificate, diploma or degree",      Earned doctorate,171,2055
Major field of study - Classification of Instructional Programs (CIP) 2021,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,172,170975
Major field of study - Classification of Instructional Programs (CIP) 2021,"  No postsecondary certificate, diploma or degree",173,58405
Major field of study - Classification of Instructional Programs (CIP) 2021,  Education,,4920
Major field of study - Classification of Instructional Programs (CIP) 2021,    13. Education,,4920
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Visual and performing arts, and communications technologies",,4250
Major field of study - Classification of Instructional Programs (CIP) 2021,    10. Communications technologies/technicians and support services,,320
Major field of study - Classification of Instructional Programs (CIP) 2021,    50. Visual and performing arts,,3935
Major field of study - Classification of Instructional Programs (CIP) 2021,  Humanities,,6035
Major field of study - Classification of Instructional Programs (CIP) 2021,"    16. Indigenous and foreign languages, literatures, and linguistics",,1240
Major field of study - Classification of Instructional Programs (CIP) 2021,    23. English language and literature/letters,,1510
Major field of study - Classification of Instructional Programs (CIP) 2021,"    24. Liberal arts and sciences, general studies and humanities",,1705
Major field of study - Classification of Instructional Programs (CIP) 2021,    30A Interdisciplinary humanities,174,115
Major field of study - Classification of Instructional Programs (CIP) 2021,    38. Philosophy and religious studies,,305
Major field of study - Classification of Instructional Programs (CIP) 2021,    39. Theology and religious vocations,,310
Major field of study - Classification of Instructional Programs (CIP) 2021,    54. History,,570
Major field of study - Classification of Instructional Programs (CIP) 2021,    55. French language and literature/lettersCAN,,280
Major field of study - Classification of Instructional Programs (CIP) 2021,  Social and behavioural sciences and law,,13400
Major field of study - Classification of Instructional Programs (CIP) 2021,"    05. Area, ethnic, cultural, gender, and group studies",,180
Major field of study - Classification of Instructional Programs (CIP) 2021,"    09. Communication, journalism and related programs",,1035
Major field of study - Classification of Instructional Programs (CIP) 2021,    19. Family and consumer sciences/human sciences,,1740
Major field of study - Classification of Instructional Programs (CIP) 2021,    22. Legal professions and studies,,2275
Major field of study - Classification of Instructional Programs (CIP) 2021,    30B Interdisciplinary social and behavioural sciences,175,240
Major field of study - Classification of Instructional Programs (CIP) 2021,    42. Psychology,,2160
Major field of study - Classification of Instructional Programs (CIP) 2021,    45. Social sciences,,5775
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Business, management and public administration",,28425
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.16 Accounting and computer science,,70
Major field of study - Classification of Instructional Programs (CIP) 2021,    44. Public administration and social service professions,,1095
Major field of study - Classification of Instructional Programs (CIP) 2021,"    52. Business, management, marketing and related support services",,27260
Major field of study - Classification of Instructional Programs (CIP) 2021,  Physical and life sciences and technologies,,6845
Major field of study - Classification of Instructional Programs (CIP) 2021,    26. Biological and biomedical sciences,,2785
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.01 Biological and physical sciences,,1455
Major field of study - Classification of Instructional Programs (CIP) 2021,    30C Other interdisciplinary physical and life sciences,176,155
Major field of study - Classification of Instructional Programs (CIP) 2021,    40. Physical sciences,,2230
Major field of study - Classification of Instructional Programs (CIP) 2021,    41. Science technologies/technicians,,220
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Mathematics, computer and information sciences",,9930
Major field of study - Classification of Instructional Programs (CIP) 2021,    11. Computer and information sciences and support services,,7530
Major field of study - Classification of Instructional Programs (CIP) 2021,    25. Library science,,170
Major field of study - Classification of Instructional Programs (CIP) 2021,    27. Mathematics and statistics,,1845
Major field of study - Classification of Instructional Programs (CIP) 2021,"    30D Interdisciplinary mathematics, computer and information sciences",177,380
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Architecture, engineering, and related trades",,22275
Major field of study - Classification of Instructional Programs (CIP) 2021,    04. Architecture and related services,,1400
Major field of study - Classification of Instructional Programs (CIP) 2021,    14. Engineering,,13985
Major field of study - Classification of Instructional Programs (CIP) 2021,    15. Engineering/engineering-related technologies/technicians,,3205
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.12 Historic preservation and conservation,,0
Major field of study - Classification of Instructional Programs (CIP) 2021,    46. Construction trades,,1640
Major field of study - Classification of Instructional Programs (CIP) 2021,    47. Mechanic and repair technologies/technicians,,1525
Major field of study - Classification of Instructional Programs (CIP) 2021,    48. Precision production,,510
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Agriculture, natural resources and conservation",,1290
Major field of study - Classification of Instructional Programs (CIP) 2021,    01. Agricultural and veterinary sciences/services/operations and related fields,178,800
Major field of study - Classification of Instructional Programs (CIP) 2021,    03. Natural resources and conservation,,490
Major field of study - Classification of Instructional Programs (CIP) 2021,  Health and related fields,,11880
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.37 Design for human health,,0
Major field of study - Classification of Instructional Programs (CIP) 2021,"    31. Parks, recreation, leisure, fitness, and kinesiology",,990
Major field of study - Classification of Instructional Programs (CIP) 2021,    51. Health professions and related programs,178,10175
Major field of study - Classification of Instructional Programs (CIP) 2021,    60. Health professions residency/fellowship programs,,40
Major field of study - Classification of Instructional Programs (CIP) 2021,    61. Medical residency/fellowship programs,,675
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Personal, protective and transportation services",,3305
